"","movies","genres"
"10192","Pagemaster, The (1994)","Action|Adventure|Animation|Children|Fantasy"
"10197","Killer (Bulletproof Heart) (1994)","Drama|Thriller"
"10198","Welcome to the Dollhouse (1995)","Comedy|Drama"
"10212","Germinal (1993)","Drama|Romance"
"10213","Chasers (1994)","Comedy"
"10214","Kika (1993)","Comedy|Drama"
"10216","Bhaji on the Beach (1993)","Comedy|Drama"
"10219","Little Big League (1994)","Comedy|Drama"
"10224","Slingshot, The (Kådisbellan) (1993)","Comedy|Drama"
"10227","Ciao, Professore! (Io speriamo che me la cavo) (1992)","Drama"
"10230","Spanking the Monkey (1994)","Comedy|Drama"
"10235","Little Rascals, The (1994)","Children|Comedy"
"10244","Princess Caraboo (1994)","Drama"
"10246","Celluloid Closet, The (1995)","Documentary"
"10253","Dear Diary (Caro Diario) (1994)","Comedy|Drama"
"10255","I Don't Want to Talk About It (De eso no se habla) (1993)","Drama|Romance"
"10256","Brady Bunch Movie, The (1995)","Comedy"
"10283","Home Alone (1990)","Children|Comedy"
"10352","Ghost (1990)","Comedy|Drama|Fantasy|Romance|Thriller"
"10426","Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"10536","Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"10670","Dances with Wolves (1990)","Adventure|Drama|Western"
"10790","Batman (1989)","Action|Crime|Thriller"
"10908","Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"11061","Snow White and the Seven Dwarfs (1937)","Animation|Children|Drama|Fantasy|Musical"
"11108","Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
"11197","Pinocchio (1940)","Animation|Children|Fantasy|Musical"
"11231","Pretty Woman (1990)","Comedy|Romance"
"11319","Window to Paris (Okno v Parizh) (1994)","Comedy|Fantasy"
"11320","Wild Bunch, The (1969)","Adventure|Western"
"11324","Wooden Man's Bride, The (Yan shen) (1994)","Drama"
"11325","Great Day in Harlem, A (1994)","Documentary"
"11327","Bye Bye, Love (1995)","Comedy"
"11328","One Fine Day (1996)","Drama|Romance"
"11334","Candyman: Farewell to the Flesh (1995)","Fantasy|Horror"
"11336","Fargo (1996)","Comedy|Crime|Drama|Thriller"
"11458","Homeward Bound II: Lost in San Francisco (1996)","Adventure|Children"
"11463","Heavy Metal (1981)","Action|Adventure|Animation|Horror|Sci-Fi"
"11488","Hellraiser: Bloodline (1996)","Action|Horror|Sci-Fi"
"11494","Pallbearer, The (1996)","Comedy"
"11499","Jane Eyre (1996)","Drama|Romance"
"11509","Loaded (1994)","Drama|Thriller"
"11510","Bread and Chocolate (Pane e cioccolata) (1973)","Comedy|Drama"
"11512","Aristocats, The (1970)","Animation|Children"
"11529","Flower of My Secret, The (La flor de mi secreto) (1995)","Comedy|Drama"
"11531","Two Much (1995)","Comedy|Romance"
"11532","Ed (1996)","Comedy"
"11534","My Favorite Season (1993)","Drama"
"11536","Thin Line Between Love and Hate, A (1996)","Comedy"
"11537","Last Supper, The (1995)","Drama|Thriller"
"11543","Primal Fear (1996)","Crime|Drama|Mystery|Thriller"
"11571","Carried Away (1996)","Drama|Romance"
"11572","All Dogs Go to Heaven 2 (1996)","Adventure|Animation|Children|Fantasy|Musical|Romance"
"11578","Land and Freedom (Tierra y libertad) (1995)","Drama|War"
"11580","Family Thing, A (1996)","Comedy|Drama"
"11585","Sgt. Bilko (1996)","Comedy"
"11599","Jack and Sarah (1995)","Romance"
"11602","Girl 6 (1996)","Comedy|Drama"
"11603","Diabolique (1996)","Drama|Thriller"
"11608","Little Indian, Big City (Un indien dans la ville) (1994)","Adventure|Children|Comedy"
"11610","Nelly & Monsieur Arnaud (1995)","Drama"
"11611","Courage Under Fire (1996)","Action|Crime|Drama|War"
"11631","Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"11719","Cold Fever (Á köldum klaka) (1995)","Comedy|Drama"
"11720","Moll Flanders (1996)","Drama"
"11724","Dragonheart (1996)","Action|Adventure|Fantasy"
"11767","Eddie (1996)","Comedy"
"11772","Billy's Holiday (1995)","Drama|Musical"
"11773","James and the Giant Peach (1996)","Adventure|Animation|Children|Fantasy|Musical"
"11795","Fear (1996)","Thriller"
"11806","Kids in the Hall: Brain Candy (1996)","Comedy"
"11814","Faithful (1996)","Comedy"
"11815","Underground (1995)","Comedy|Drama|War"
"11820","All Things Fair (Lust och fägring stor) (1995)","Drama|Romance|War"
"11821","Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)","Action"
"11823","Song of the Little Road (Pather Panchali) (1955)","Drama"
"11824","World of Apu, The (Apur Sansar) (1959)","Drama"
"11827","Mystery Science Theater 3000: The Movie (1996)","Comedy|Sci-Fi"
"11837","Space Jam (1996)","Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi"
"11861","Barbarella (1968)","Adventure|Comedy|Sci-Fi"
"11869","Some Folks Call It a Sling Blade (1993)","Drama|Thriller"
"11879","Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)","Drama|Mystery|Romance|Sci-Fi|Thriller"
"11883","Coup de torchon (Clean Slate) (1981)","Crime"
"11884","It's My Party (1996)","Drama"
"11886","Country Life (1994)","Drama|Romance"
"11887","Operation Dumbo Drop (1995)","Action|Adventure|Comedy|War"
"11898","Mrs. Winterbourne (1996)","Comedy|Romance"
"11901","Solo (1996)","Action|Sci-Fi|Thriller"
"11906","Substitute, The (1996)","Action|Crime|Drama"
"11919","True Crime (1996)","Mystery|Thriller"
"11925","Butterfly Kiss (1995)","Drama|Thriller"
"11926","Feeling Minnesota (1996)","Drama|Romance"
"11928","Delta of Venus (1995)","Drama"
"11929","Angus (1995)","Comedy"
"11935","Daens (1992)","Drama"
"11936","Faces (1968)","Drama"
"11937","Boys (1996)","Drama"
"11939","Quest, The (1996)","Action|Adventure"
"11943","Cosi (1996)","Comedy"
"11944","Sunset Park (1996)","Drama"
"11945","Mulholland Falls (1996)","Crime|Drama|Thriller"
"11954","Truth About Cats & Dogs, The (1996)","Comedy|Romance"
"11995","Oliver & Company (1988)","Adventure|Animation|Children|Comedy|Musical"
"12002","Celtic Pride (1996)","Comedy"
"12005","Flipper (1996)","Adventure|Children"
"12012","Of Love and Shadows (1994)","Drama"
"12013","Dead Man (1995)","Drama|Mystery|Western"
"12022","Horseman on the Roof, The (Hussard sur le toit, Le) (1995)","Drama|Romance"
"12027","Visitors, The (Visiteurs, Les) (1993)","Comedy|Fantasy|Sci-Fi"
"12030","Multiplicity (1996)","Comedy"
"12048","Wallace & Gromit: The Best of Aardman Animation (1996)","Adventure|Animation|Comedy"
"12068","Halfmoon (Paul Bowles - Halbmond) (1995)","Drama"
"12069","Haunted World of Edward D. Wood Jr., The (1996)","Documentary"
"12071","Craft, The (1996)","Drama|Fantasy|Horror|Thriller"
"12092","Great White Hype, The (1996)","Comedy"
"12100","Last Dance (1996)","Drama"
"12102","Cold Comfort Farm (1995)","Comedy"
"12112","Heaven's Prisoners (1996)","Crime|Thriller"
"12116","Original Gangstas (1996)","Crime"
"12117","Rock, The (1996)","Action|Adventure|Thriller"
"12191","Cemetery Man (Dellamorte Dellamore) (1994)","Horror"
"12194","Twister (1996)","Action|Adventure|Romance|Thriller"
"12275","Barb Wire (1996)","Action|Sci-Fi"
"12286","Ghost in the Shell (Kôkaku kidôtai) (1995)","Animation|Sci-Fi"
"12302","Thinner (1996)","Horror|Thriller"
"12309","Spy Hard (1996)","Comedy"
"12324","Wallace & Gromit: A Close Shave (1995)","Animation|Children|Comedy"
"12344","Stupids, The (1996)","Comedy"
"12349","Arrival, The (1996)","Action|Sci-Fi|Thriller"
"12361","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)","Comedy|War"
"12415","Careful (1992)","Comedy|Horror"
"12416","Vermont Is For Lovers (1992)","Comedy|Documentary|Romance"
"12417","Month by the Lake, A (1995)","Comedy|Drama|Romance"
"12419","Gold Diggers: The Secret of Bear Mountain (1995)","Adventure|Children"
"12421","Ashes of Time (Dung che sai duk) (1994)","Drama"
"12422","Stalingrad (1993)","Drama|War"
"12424","Phantom, The (1996)","Action|Adventure"
"12434","Striptease (1996)","Comedy|Crime"
"12459","Heavy (1995)","Drama|Romance"
"12460","Jack (1996)","Comedy|Drama"
"12469","I Shot Andy Warhol (1996)","Drama"
"12472","Grass Harp, The (1995)","Comedy|Drama"
"12474","Trainspotting (1996)","Comedy|Crime|Drama"
"12539","'Til There Was You (1997)","Drama|Romance"
"12540","Independence Day (a.k.a. ID4) (1996)","Action|Adventure|Sci-Fi|Thriller"
"12657","Stealing Beauty (1996)","Drama"
"12660","Fan, The (1996)","Drama|Thriller"
"12664","Hunchback of Notre Dame, The (1996)","Animation|Children|Drama|Musical|Romance"
"12687","Cable Guy, The (1996)","Comedy|Thriller"
"12722","Kingpin (1996)","Comedy"
"12749","Eraser (1996)","Action|Drama|Thriller"
"12792","Gate of Heavenly Peace, The (1995)","Documentary"
"12793","Nutty Professor, The (1996)","Comedy|Fantasy|Romance|Sci-Fi"
"12843","My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)","Drama"
"12844","Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)","Comedy"
"12845","Daylight (1996)","Action|Adventure|Drama|Thriller"
"12853","Frighteners, The (1996)","Comedy|Horror|Thriller"
"12862","Lone Star (1996)","Drama|Mystery|Western"
"12883","Harriet the Spy (1996)","Children|Comedy"
"12888","Phenomenon (1996)","Drama|Romance"
"12916","Walking and Talking (1996)","Comedy|Drama|Romance"
"12918","She's the One (1996)","Comedy|Romance"
"12919","Time to Kill, A (1996)","Drama|Thriller"
"12942","American Buffalo (1996)","Crime|Drama"
"12945","Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)","Comedy|Romance"
"12946","Alaska (1996)","Adventure|Children"
"12947","Fled (1996)","Action|Adventure"
"12953","Kazaam (1996)","Children|Comedy|Fantasy"
"12958","Larger Than Life (1996)","Comedy"
"12961","Very Brady Sequel, A (1996)","Comedy"
"12968","Death in the Garden (Mort en ce jardin, La) (1956)","Drama"
"12969","Kaspar Hauser (1993)","Drama|Mystery"
"12970","Adventures of Pinocchio, The (1996)","Adventure|Children"
"12974","Joe's Apartment (1996)","Comedy|Fantasy|Musical"
"12977","First Wives Club, The (1996)","Comedy"
"12998","Ransom (1996)","Crime|Thriller"
"13034","High School High (1996)","Comedy"
"13038","Foxfire (1996)","Drama"
"13040","Chain Reaction (1996)","Action|Adventure|Thriller"
"13053","Matilda (1996)","Children|Comedy|Fantasy"
"13062","Emma (1996)","Comedy|Drama|Romance"
"13083","Crow: City of Angels, The (1996)","Action|Thriller"
"13092","House Arrest (1996)","Children|Comedy"
"13094","Tales from the Crypt Presents: Bordello of Blood (1996)","Comedy|Horror"
"13098","Spitfire Grill, The (1996)","Drama"
"13102","Escape from L.A. (1996)","Action|Adventure|Sci-Fi|Thriller"
"13121","Cyclo (Xich lo) (1995)","Crime|Drama"
"13122","Basquiat (1996)","Drama"
"13126","Tin Cup (1996)","Comedy|Drama|Romance"
"13151","Dingo (1991)","Drama"
"13152","Ballad of Narayama, The (Narayama Bushiko) (1958)","Drama"
"13153","Godfather, The (1972)","Crime|Drama"
"13245","Maybe, Maybe Not (Bewegte Mann, Der) (1994)","Comedy"
"13247","Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)","Action|Comedy|Crime|Thriller"
"13254","Manny & Lo (1996)","Drama"
"13255","Bound (1996)","Crime|Drama|Romance|Thriller"
"13270","Carpool (1996)","Comedy|Crime"
"13272","Kansas City (1996)","Crime|Drama|Musical|Thriller"
"13273","Gone Fishin' (1997)","Comedy"
"13277","Vive L'Amour (Ai qing wan sui) (1994)","Drama"
"13278","Nothing to Lose (1994)","Action|Crime|Drama"
"13279","Supercop 2 (Project S) (Chao ji ji hua) (1993)","Action|Comedy|Crime|Thriller"
"13280","Girls Town (1996)","Comedy|Drama"
"13281","Relic, The (1997)","Horror|Thriller"
"13287","Island of Dr. Moreau, The (1996)","Sci-Fi|Thriller"
"13307","First Kid (1996)","Children|Comedy"
"13311","Bogus (1996)","Children|Drama|Fantasy"
"13315","Bulletproof (1996)","Action|Comedy|Crime"
"13321","Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)","Horror|Thriller"
"13324","Twelfth Night (1996)","Comedy|Drama|Romance"
"13327","Mother Night (1996)","Drama"
"13329","Wild Reeds (Les roseaux sauvages) (1994)","Drama"
"13333","For Whom the Bell Tolls (1943)","Adventure|Drama|Romance|War"
"13335","Philadelphia Story, The (1940)","Comedy|Drama|Romance"
"13354","Singin' in the Rain (1952)","Comedy|Musical|Romance"
"13374","American in Paris, An (1951)","Musical|Romance"
"13381","Funny Face (1957)","Comedy|Musical"
"13385","Breakfast at Tiffany's (1961)","Drama|Romance"
"13409","Vertigo (1958)","Drama|Mystery|Romance|Thriller"
"13433","Rear Window (1954)","Mystery|Thriller"
"13471","It Happened One Night (1934)","Comedy|Romance"
"13481","Gaslight (1944)","Drama|Thriller"
"13485","Gay Divorcee, The (1934)","Comedy|Musical|Romance"
"13488","North by Northwest (1959)","Action|Adventure|Mystery|Romance|Thriller"
"13522","Apartment, The (1960)","Comedy|Drama|Romance"
"13537","Some Like It Hot (1959)","Comedy|Crime"
"13561","Charade (1963)","Comedy|Crime|Mystery|Romance|Thriller"
"13570","Casablanca (1942)","Drama|Romance"
"13625","Maltese Falcon, The (1941)","Film-Noir|Mystery"
"13648","My Fair Lady (1964)","Comedy|Drama|Musical|Romance"
"13672","Sabrina (1954)","Comedy|Romance"
"13687","Roman Holiday (1953)","Comedy|Drama|Romance"
"13702","Little Princess, The (1939)","Children|Drama"
"13705","Meet Me in St. Louis (1944)","Musical"
"13711","Wizard of Oz, The (1939)","Adventure|Children|Fantasy|Musical"
"13770","Gone with the Wind (1939)","Drama|Romance|War"
"13806","My Favorite Year (1982)","Comedy"
"13814","Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)","Drama|Film-Noir|Romance"
"13831","Citizen Kane (1941)","Drama|Mystery"
"13869","2001: A Space Odyssey (1968)","Adventure|Drama|Sci-Fi"
"13929","Golden Earrings (1947)","Adventure|Romance|War"
"13930","All About Eve (1950)","Drama"
"13944","Women, The (1939)","Comedy"
"13949","Rebecca (1940)","Drama|Mystery|Romance|Thriller"
"13958","Foreign Correspondent (1940)","Drama|Film-Noir|Mystery|Thriller"
"13959","Notorious (1946)","Film-Noir|Romance|Thriller"
"13973","Spellbound (1945)","Mystery|Romance|Thriller"
"13974","Affair to Remember, An (1957)","Drama|Romance"
"13979","To Catch a Thief (1955)","Crime|Mystery|Romance|Thriller"
"13987","Father of the Bride (1950)","Comedy"
"13996","Band Wagon, The (1953)","Comedy|Musical"
"13998","Ninotchka (1939)","Comedy|Romance"
"14003","Love in the Afternoon (1957)","Comedy|Romance"
"14005","Gigi (1958)","Musical"
"14011","Reluctant Debutante, The (1958)","Comedy|Drama"
"14012","Adventures of Robin Hood, The (1938)","Action|Adventure|Romance"
"14021","Mark of Zorro, The (1940)","Adventure"
"14023","Laura (1944)","Crime|Film-Noir|Mystery"
"14029","Ghost and Mrs. Muir, The (1947)","Drama|Fantasy|Romance"
"14033","Lost Horizon (1937)","Drama"
"14038","Top Hat (1935)","Comedy|Musical|Romance"
"14045","To Be or Not to Be (1942)","Comedy|Drama|War"
"14050","My Man Godfrey (1936)","Comedy|Romance"
"14055","Giant (1956)","Drama|Romance|Western"
"14058","East of Eden (1955)","Drama"
"14064","Thin Man, The (1934)","Comedy|Crime"
"14074","His Girl Friday (1940)","Comedy|Romance"
"14085","Around the World in 80 Days (1956)","Adventure|Comedy"
"14090","It's a Wonderful Life (1946)","Drama|Fantasy|Romance"
"14122","Mr. Smith Goes to Washington (1939)","Drama"
"14137","Bringing Up Baby (1938)","Comedy|Romance"
"14148","Penny Serenade (1941)","Drama|Romance"
"14149","Scarlet Letter, The (1926)","Drama"
"14151","Of Human Bondage (1934)","Drama"
"14152","Inspector General, The (1949)","Musical"
"14153","Angel and the Badman (1947)","Romance|Western"
"14155","39 Steps, The (1935)","Drama|Mystery|Thriller"
"14165","Walk in the Sun, A (1945)","War"
"14166","Night of the Living Dead (1968)","Horror|Sci-Fi|Thriller"
"14186","African Queen, The (1951)","Adventure|Comedy|Romance|War"
"14212","Beat the Devil (1953)","Adventure|Comedy|Crime|Drama|Romance"
"14214","Cat on a Hot Tin Roof (1958)","Drama"
"14223","Meet John Doe (1941)","Comedy|Drama"
"14226","Farewell to Arms, A (1932)","Romance|War"
"14229","Dangerous Ground (1997)","Drama"
"14230","Picnic (1955)","Drama"
"14231","Pompatus of Love, The (1996)","Comedy|Drama"
"14232","Fly Away Home (1996)","Adventure|Children"
"14238","Bliss (1997)","Drama|Romance"
"14239","Maximum Risk (1996)","Action|Adventure|Thriller"
"14243","Michael Collins (1996)","Drama"
"14255","Rich Man's Wife, The (1996)","Thriller"
"14256","Big Night (1996)","Comedy|Drama"
"14271","Last Man Standing (1996)","Action|Crime|Drama|Thriller"
"14280","Set It Off (1996)","Action|Crime"
"14282","2 Days in the Valley (1996)","Crime|Film-Noir"
"14291","Curdled (1996)","Crime"
"14292","Extreme Measures (1996)","Drama|Thriller"
"14298","Glimmer Man, The (1996)","Action|Thriller"
"14302","D3: The Mighty Ducks (1996)","Children|Comedy"
"14310","Chamber, The (1996)","Drama"
"14314","Apple Dumpling Gang, The (1975)","Children|Comedy|Western"
"14317","Davy Crockett, King of the Wild Frontier (1955)","Adventure|Western"
"14318","Escape to Witch Mountain (1975)","Adventure|Children|Fantasy"
"14326","Love Bug, The (1969)","Children|Comedy"
"14331","Herbie Rides Again (1974)","Adventure|Children|Comedy"
"14335","Old Yeller (1957)","Children|Drama"
"14343","Parent Trap, The (1961)","Children|Comedy|Romance"
"14355","Pollyanna (1960)","Children|Comedy|Drama"
"14359","Homeward Bound: The Incredible Journey (1993)","Adventure|Children|Drama"
"14369","Shaggy Dog, The (1959)","Children|Comedy"
"14374","Swiss Family Robinson (1960)","Adventure|Children"
"14385","That Darn Cat! (1965)","Children|Comedy|Mystery"
"14388","20,000 Leagues Under the Sea (1954)","Adventure|Drama|Sci-Fi"
"14397","Cool Runnings (1993)","Comedy"
"14412","Angels in the Outfield (1994)","Children|Comedy"
"14417","Cinderella (1950)","Animation|Children|Fantasy|Musical|Romance"
"14440","Winnie the Pooh and the Blustery Day (1968)","Animation|Children|Musical"
"14445","Three Caballeros, The (1945)","Animation|Children|Musical"
"14447","Sword in the Stone, The (1963)","Animation|Children|Fantasy|Musical"
"14464","Robin Hood: Prince of Thieves (1991)","Adventure|Drama"
"14476","Mary Poppins (1964)","Children|Comedy|Fantasy|Musical"
"14515","Dumbo (1941)","Animation|Children|Drama|Musical"
"14535","Pete's Dragon (1977)","Adventure|Animation|Children|Musical"
"14543","Bedknobs and Broomsticks (1971)","Adventure|Children|Musical"
"14547","Alice in Wonderland (1951)","Adventure|Animation|Children|Fantasy|Musical"
"14563","Fox and the Hound, The (1981)","Animation|Children|Drama"
"14572","Freeway (1996)","Comedy|Crime|Drama|Thriller"
"14578","Sound of Music, The (1965)","Musical|Romance"
"14611","Die Hard (1988)","Action|Crime|Thriller"
"14682","Lawnmower Man, The (1992)","Action|Horror|Sci-Fi|Thriller"
"14697","Unhook the Stars (1996)","Drama"
"14698","Secrets & Lies (1996)","Drama"
"14714","That Thing You Do! (1996)","Comedy|Drama"
"14737","To Gillian on Her 37th Birthday (1996)","Drama|Romance"
"14739","Beautiful Thing (1996)","Drama|Romance"
"14743","Long Kiss Goodnight, The (1996)","Action|Drama|Thriller"
"14775","Ghost and the Darkness, The (1996)","Action|Adventure"
"14790","Looking for Richard (1996)","Documentary|Drama"
"14795","Trees Lounge (1996)","Drama"
"14797","Normal Life (1996)","Crime|Drama|Romance"
"14798","Get on the Bus (1996)","Drama"
"14805","Shadow Conspiracy (1997)","Thriller"
